sample,traveler_class,from_column,to_column,exact_change,first_order,second_order
0,A,26,21,12.13675325874101,10.629466270615886,12.142433406200036
1,A,14,29,5.870380399343048,4.434691237202841,5.867373022429635
2,A,23,6,-22.835698637820315,-24.0345616079804,-22.83871821977066
3,A,17,33,-9.877064697546302,-11.361036704028997,-9.87791970848674
4,B,59,57,-20.20438792855566,-20.205727483319365,-20.204246857879443
5,B,51,38,38.07028167163662,36.87633829489684,38.06798459081016
6,B,49,51,-19.068854740862662,-20.410722842785383,-19.07143815474987
7,A,6,31,17.292790640583917,15.59702441659745,17.28739893502879
8,B,55,47,-21.004443008887392,-22.52518014946947,-20.996718738559228
9,B,52,48,1.449516197824778,0.12345863577998273,1.4505863796170133
10,A,7,3,-20.95351705601388,-21.05402614222804,-20.951715957508718
11,B,64,36,7.273791319958036,5.576291861836538,7.279349848542553
12,B,62,43,19.501940945456226,18.112952808639147,19.49706324455791
13,B,39,60,-25.313507775625112,-26.927468090084226,-25.31731597203172
14,B,46,36,16.11606464030774,14.926557235091664,16.11491929737752
15,B,49,64,12.317796280625771,10.647727930256892,12.306879443266048
16,B,60,59,32.10204031565263,30.74555931202081,32.10331470009966
17,A,12,16,19.10494196502259,19.056501030410473,19.105887399250786
18,A,1,19,28.99723305396583,27.60594402917441,28.989566169164505
19,A,25,22,1.2480915257965535,1.1800167160061292,1.2471332367193506
20,B,59,46,-17.257884612479756,-18.700726356219413,-17.259106448734915
21,B,47,44,1.4088945797448105,1.297462557001765,1.4061629558111022
22,B,46,36,16.11606464030774,14.926557235091664,16.11491929737752
23,A,27,6,-13.799587991241424,-15.540951939992595,-13.793599568983886
24,A,4,23,6.792868184240433,5.6457144359600875,6.790986875502245
25,A,11,7,37.11701543404888,35.96894813023976,37.11276546092631
26,B,56,66,-11.090550236902345,-12.34193031257842,-11.092660342535156
27,A,5,28,-4.080071214888449,-5.6697878698947335,-4.08737065591614
28,B,57,37,24.6673734365977,23.129200860882655,24.656122190826252
29,A,26,28,-1.6971493740165897,-1.7995552732447706,-1.6945508747619824
30,A,27,28,-2.5909067725115165,-2.7751661097089553,-2.5868465282926025
31,A,30,9,-24.116973951249747,-25.346820017462903,-24.117975769652038
32,A,23,21,1.2372253587200248,1.1602457661638965,1.2362980958592802
33,A,28,6,-11.201259679319264,-12.76578583028364,-11.19933719743851
34,B,34,61,-31.12689966533617,-32.459414334199934,-31.123979431258885
35,B,60,55,40.08377999979166,38.79465558405503,40.07270039289477
36,A,23,9,-33.12937934741785,-34.75996804531004,-33.135071663617474
37,B,52,49,-4.9606796372790996,-6.6521868561989095,-4.950973491954546
38,B,53,35,17.91799228483069,16.71453291238631,17.915795326125902
39,A,8,3,-21.00354109422915,-21.100752670386136,-21.001632228126894
40,A,22,21,-1.6971493740165897,-1.7995552732448061,-1.694550874762018
41,A,29,18,12.71960220364599,11.397338230791618,12.721202555560037
42,A,26,18,11.93316763434268,10.573393794011032,11.935872401085835
43,B,53,52,7.236396229747697,6.857182215664928,7.2269495438941505
44,A,19,27,-10.069611385668395,-11.397338230791654,-10.073473906023235
45,A,20,1,-24.738061598742206,-25.882232182376654,-24.737978616594013
46,A,14,33,5.869937577674136,4.4907637138076595,5.870094105867907
47,A,9,14,20.165434281407215,20.032111866874622,20.1648134186485
48,B,63,35,29.41765991278953,27.802922768771747,29.41880664778653
49,A,27,1,-14.43540030830627,-16.208605798382756,-14.427297194291166
